35	0,-17	1,-16	2,-15	3,-14	4,-13	5,-12	6,-11	7,-10	8,7627	9,7624	10,7630	11,7635	12,7855	13,4453	14,17261	15,7629	16,7631	17,9813	18,9118	19,7620	20,17180	21,9114	22,9113	23,9115	24,16175	25,7869	26,7866	27,9116	28,4452	29,4456	30,9119	31,7633	32,9117	33,7618	34,17171	
8	ADM I	ADM IIA	ADM IIB	ADM III	CONT I	CONT II	CONT III	MÓD. IV	
5	5
i	0	0	0
i	0	0	1
i	0	0	2
i	0	0	3
i	0	0	4
i	0	0	5
i	0	0	6
i	0	0	7
i	0	0	14
i	0	0	30
i	0	1	0
i	0	1	1
i	0	1	2
i	0	1	3
i	0	1	4
i	0	1	5
i	0	1	6
i	0	1	7
i	0	2	0
i	0	2	1
i	0	2	2
i	0	2	3
i	0	2	4
i	0	2	5
i	0	2	6
i	0	2	7
i	0	2	25
i	0	3	0
i	0	3	1
i	0	3	2
i	0	3	3
i	0	3	4
i	0	3	5
i	0	3	6
i	0	3	7
i	0	3	25
i	0	4	1
i	0	4	2
i	0	4	3
i	0	4	4
i	0	4	5
i	0	4	6
i	0	4	7
i	0	4	18
i	1	0	0
i	1	0	1
i	1	0	2
i	1	0	3
i	1	0	4
i	1	0	5
i	1	0	6
i	1	0	7
i	1	0	14
i	1	0	15
i	1	1	0
i	1	1	1
i	1	1	2
i	1	1	3
i	1	1	4
i	1	1	5
i	1	1	6
i	1	1	7
i	1	1	15
i	1	2	0
i	1	2	1
i	1	2	3
i	1	2	4
i	1	2	5
i	1	2	6
i	1	2	7
i	1	2	15
i	1	3	0
i	1	3	1
i	1	3	3
i	1	3	4
i	1	3	5
i	1	3	6
i	1	3	7
i	1	3	15
i	1	3	22
i	1	4	3
i	1	4	4
i	1	4	5
i	1	4	6
i	1	4	7
i	1	4	15
i	1	4	22
i	2	0	0
i	2	0	1
i	2	0	2
i	2	0	3
i	2	0	4
i	2	0	5
i	2	0	6
i	2	0	7
i	2	0	14
i	2	1	0
i	2	1	1
i	2	1	2
i	2	1	3
i	2	1	4
i	2	1	5
i	2	1	6
i	2	1	7
i	2	2	0
i	2	2	1
i	2	2	2
i	2	2	3
i	2	2	4
i	2	2	5
i	2	2	6
i	2	2	7
i	2	2	23
i	2	3	0
i	2	3	1
i	2	3	2
i	2	3	3
i	2	3	4
i	2	3	5
i	2	3	6
i	2	3	7
i	2	4	1
i	2	4	2
i	2	4	3
i	2	4	4
i	2	4	5
i	2	4	6
i	2	4	7
i	3	0	0
i	3	0	1
i	3	0	2
i	3	0	3
i	3	0	4
i	3	0	5
i	3	0	6
i	3	0	7
i	3	0	14
i	3	0	15
i	3	0	18
i	3	1	0
i	3	1	1
i	3	1	2
i	3	1	3
i	3	1	4
i	3	1	5
i	3	1	6
i	3	1	7
i	3	1	14
i	3	1	15
i	3	1	18
i	3	2	0
i	3	2	1
i	3	2	2
i	3	2	3
i	3	2	4
i	3	2	5
i	3	2	6
i	3	2	7
i	3	2	14
i	3	2	15
i	3	2	18
i	3	3	0
i	3	3	1
i	3	3	2
i	3	3	4
i	3	3	5
i	3	3	6
i	3	3	7
i	3	3	14
i	3	3	15
i	3	3	18
i	3	3	22
i	3	3	23
i	3	4	1
i	3	4	2
i	3	4	4
i	3	4	5
i	3	4	6
i	3	4	7
i	3	4	14
i	3	4	15
i	3	4	18
i	3	4	21
i	3	4	22
i	4	0	0
i	4	0	1
i	4	0	2
i	4	0	14
i	4	0	15
i	4	0	18
i	4	0	22
i	4	0	23
i	4	0	24
i	4	0	27
i	4	0	29
i	4	0	30
i	4	0	32
i	4	1	2
i	4	1	3
i	4	1	14
i	4	1	15
i	4	1	18
i	4	1	22
i	4	1	23
i	4	1	24
i	4	1	27
i	4	1	29
i	4	1	30
i	4	1	32
i	4	2	2
i	4	2	3
i	4	2	14
i	4	2	15
i	4	2	18
i	4	2	22
i	4	2	23
i	4	2	24
i	4	2	27
i	4	2	29
i	4	2	30
i	4	2	32
i	4	3	14
i	4	3	15
i	4	3	18
i	4	3	21
i	4	3	22
i	4	3	24
i	4	3	27
i	4	3	29
i	4	3	30
i	4	3	32
i	4	4	14
i	4	4	15
i	4	4	18
i	4	4	21
i	4	4	22
i	4	4	24
i	4	4	27
i	4	4	29
i	4	4	30
i	4	4	32
a	0	7	8
a	1	6	5
a	2	5	5
a	3	4	5
a	4	3	5
a	5	2	5
a	6	1	5
a	7	0	5
a	14	0	2
a	14	4	2
a	18	0	5
a	18	1	2
a	18	2	2
a	18	5	3
a	18	7	2
a	21	1	4
a	21	2	4
a	21	4	2
a	21	5	6
a	21	6	4
a	22	0	2
a	22	1	2
a	22	2	2
a	22	4	2
a	22	5	2
a	22	6	2
a	23	1	4
a	23	2	4
a	23	3	11
a	24	0	2
a	24	1	6
a	24	2	6
a	24	4	2
a	24	7	3
a	25	4	6
a	25	5	3
a	25	6	2
a	25	7	10
a	27	0	5
a	27	5	6
a	27	6	8
a	30	0	2
a	30	3	4
a	30	4	3
a	30	6	4
a	32	0	2
a	32	1	2
a	32	2	2
a	32	3	5
a	32	4	3
a	32	7	2
