10	0,40146	1,40150	2,40145	3,40148	4,40649	5,41614	6,40354	7,40430	8,40144	9,40156	
5	6º ANO A	7° ANO A	7º ANO B	8º ANO A	9º ANO A	
5	5
i	0	0	0
i	0	0	2
i	0	0	3
i	0	0	9
i	0	1	0
i	0	1	2
i	0	1	3
i	0	1	9
i	0	2	0
i	0	2	2
i	0	2	3
i	0	2	9
i	0	3	0
i	0	3	2
i	0	3	3
i	0	3	9
i	0	4	0
i	0	4	2
i	0	4	3
i	0	4	9
i	1	0	4
i	1	0	8
i	1	1	4
i	1	1	8
i	1	2	4
i	1	2	8
i	1	3	4
i	1	3	8
i	1	4	4
i	1	4	8
i	2	0	0
i	2	0	3
i	2	0	9
i	2	1	0
i	2	1	3
i	2	1	9
i	2	2	0
i	2	2	3
i	2	2	9
i	2	3	0
i	2	3	3
i	2	3	9
i	2	4	0
i	2	4	3
i	2	4	9
i	3	0	1
i	3	0	4
i	3	1	1
i	3	1	4
i	3	2	1
i	3	2	4
i	3	3	1
i	3	3	4
i	3	4	1
i	3	4	4
i	4	0	2
i	4	0	3
i	4	0	8
i	4	0	9
i	4	1	2
i	4	1	3
i	4	1	8
i	4	1	9
i	4	2	2
i	4	2	3
i	4	2	8
i	4	2	9
i	4	3	2
i	4	3	3
i	4	3	8
i	4	3	9
i	4	4	2
i	4	4	3
i	4	4	8
i	4	4	9
a	0	0	5
a	0	3	5
a	0	4	5
a	1	0	3
a	1	1	6
a	1	2	6
a	1	3	3
a	1	4	2
a	2	0	4
a	2	1	4
a	2	2	4
a	2	3	3
a	3	3	3
a	4	0	2
a	4	1	2
a	4	2	2
a	4	3	3
a	4	4	3
a	5	1	5
a	5	2	5
a	5	4	3
a	6	0	6
a	6	1	6
a	6	2	6
a	6	3	6
a	8	0	1
a	8	1	1
a	8	2	1
a	8	3	2
a	8	4	8
a	9	0	4
a	9	1	1
a	9	2	1
a	9	4	4
