8	0,41544	1,41595	2,41597	3,41599	4,41594	5,41545	6,41598	7,41596	
5	6º Ano ''A''	6º Ano ''B''	7º Ano ''A''	8º Ano ''A''	9º Ano ''A''	
5	5
i	0	0	5
i	0	1	5
i	0	2	5
i	0	3	5
i	0	4	5
i	1	0	0
i	1	1	0
i	1	2	0
i	1	3	0
i	1	4	0
i	4	0	0
i	4	1	0
i	4	2	0
i	4	2	5
i	4	3	0
i	4	3	5
i	4	4	0
i	4	4	5
a	0	0	3
a	0	1	3
a	0	2	3
a	0	3	3
a	0	4	3
a	1	0	5
a	1	1	5
a	2	0	5
a	2	1	5
a	3	0	5
a	3	1	5
a	3	2	5
a	3	3	5
a	3	4	2
a	4	2	5
a	4	3	5
a	4	4	8
a	5	0	2
a	5	1	2
a	5	2	2
a	5	3	2
a	5	4	2
a	6	0	2
a	6	1	2
a	6	2	7
a	6	3	7
a	6	4	7
a	7	0	3
a	7	1	3
a	7	2	3
a	7	3	3
a	7	4	3
l	0	3	1
